id,CAGE-Code,GP-Nummer,Kreditor-Nr,Name 1
6027,CM155,1000063107,2180761,Schaeffer AG
6028,F0563,1000053643,0002115879,Schaeffler France
6029,C4009,1000047508,0002037212,Schaffner Elektronik GmbH
6030,F9692,1000057633,0002183317,SCHAFFNER EMC
6031,S4307,1000029833,0002025118,Schaffner EMV AG
6032,S3319,1000055926,0002159648,SCHAFFNER HANS
6033,C5768,1000052312,0002081282,Schall M. GmbH & Co. KG
6034,D0483,1000046884,0002025345,Schaltbau AG
6035,S5623,1000059624,0002004846,Schäublin Ernst AG
6036,S3313,1000029564,0002003449,Schaublin SA
6037,D4171,1000045650,0002016931,Schenck Carl AG
6038,30218,1000057844,0002169219,Schenck Corporation
6039,CE619,1000056121,0002174679,Schenck RoTec GmbH
6040,D9707,1000047684,0002044044,Scheuffele Robert GmbH & Co. KG
6041,S3770,1000006875,0002004433,Schindler Aufzüge AG
6042,77824,1000050251,0002065023,Schlegel Systems Inc
6043,C2773,1000046948,0002025275,Schleifring GmbH
6044,D9636,1000052545,0002110920,Schlemper Erich GmbH & Co. KG
6045,C0073,1000046341,0002023240,Schleswiger Tauwerkfabrik
6046,0P446,1000048629,0002050359,Schlumberger Technologies
6047,D9631,1000048422,0002045567,Schmersal K.A. GmbH & Co
6048,D1658,1000051247,0002075410,Schmid & Wezel GmbH & Co.
6049,SF811,1000019017,0002013879,Schmid Telecom AG in
6050,C0381,1000046761,0002030950,Schmidt Karl J.G. GmbH & Co
6051,C3303,1000044486,0002064925,Schmidt u. Bender GmbH u. Co. KG
6052,S4959,1000012479,0002003491,SCHNEEBERGER AG Lineartechnik
6053,53309,1000053472,0002107445,Schnee-Morehead Inc
6054,51918,1000057825,0002168179,Schneider Electric
6055,S8149,1000016490,0002003505,Schneider Electric (Schweiz)
6056,FAS02,1000040676,0002068431,Schneider Electric France
6057,D2069,1000055512,0002145184,Schneider Electric GmbH
6058,0MG77,1000055816,0002160562,SCHNEIDER ELECTRIC IT CORPORATION
6059,KE077,1000055813,0002159836,SCHNEIDER ELECTRIC IT LIMITED
6060,F2187,1000050672,0002068743,Schneider Electric SA
6061,A0866,1000057377,0002169124,SCHNEIDER ELECTRIC SPA
6062,73475,1000057002,0002170742,Schneider Electric Systems USA Inc
6063,56365,1000054853,0002140000,Schneider Electric USA Inc.
6064,C6955,1000051959,0002083487,Schneider Fahrzeug- und
6065,21213,1000056529,0002173102,Schneller LLC
6066,D9532,1000048829,0002048482,Schnorr Adolf GmbH & Co KG
6067,C1417,1000056256,0002173824,Schoetz Industrietechnik GmbH
6068,C7879,1000050897,0002071969,Schoppe Franz
6069,F0826,1000054339,0002121545,Schrader SA
6070,27783,1000054301,0002121546,Schrader-Bridgeport Int. Inc
6071,D2732,1000052923,0002092939,Schrauben und Draht Union GmbH
6072,CK546,1000058108,0002190727,Schrauben-Jäger AG
6073,08832,1000059112,0002197902,Schroeder Industries
6074,D2613,1000047972,0002038718,Schroff GmbH
6075,62559,1000048700,0002050509,Schroff Inc
6076,F5207,1000050492,0002068462,Schroff SAS
6077,C1624,1000048844,0002047886,Schroth Safety Products GmbH
6078,CG551,1000045975,0002016951,Schuberth GmbH
6079,C3639,1000058044,0002184783,Schuhl & Co. GmbH
6080,D1151,1000055213,0002132549,Schüler Unternehmensgruppe
6081,C7925,1000053250,0002107397,"Schulte KG, Rudolf & Friedrich Karl"
6082,7S813,1000057765,0002168281,Schulz Leather Co
6083,C3787,1000023825,0002091215,Schulz-Electronic GmbH
6084,D8813,1000051386,0002069337,Schunk Kohlenstofftechnik GmbH
6085,D5272,1000048773,0002050398,Schuricht GmbH & Co. KG
6086,S3629,1000044318,0002001743,Schurter AG
6087,C1011,1000049636,0002057734,Schurter GmbH
6088,F0240,1000049470,0002052838,Schurter SA
6089,61935,1000058457,0002175105,"SCHURTER, INC."
6090,4A565,1000056980,0002169567,Schuster Electronics Inc.
6091,0E3N0,1000059147,0002194890,SCHUTTE & KOERTING ACQUISITION COMP
6092,DF767,1000047135,0002030043,Schütz GmbH & Co. KG
6093,C2896,1000058970,0002189120,Schützinger GmbH
6094,CL581,1000058319,0002196590,Schwaderer GmbH
6095,C1480,1000057565,0002168578,Schwarz GmbH & Co KG
6096,C2029,1000055582,0002159959,SCHWEDEN MASCHINEN - AC GMBH
6097,C2529,1000059035,0002195213,Schweikert Hundesportartikel e.K.
6098,S3839,1000004880,0002003529,Schweizerische
6099,C4014,1000058057,0002180195,Schwerter Hermann
6100,17981,1000047959,0002043822,SCI Systems Inc.
6101,79343,1000058912,0002196794,Science Applications Inter Co
6102,15542,1000051654,0002069357,Scientific Components
6103,L03S5,1000058965,0002194567,Scientific Microwave Corporation
6104,B8086,1000056292,0002152892,ScioTeq BVBA
6105,U04T3,1000059019,0002196827,Scolmore International Limited
6106,93455,1000046120,0002016824,Scot Incorporated
6107,92114,1000049390,0002053130,Scott Aviation
6108,69AA1,1000057442,0002166512,SCOTT ELOWITZ PHOTOGRAPHY LLC
6109,0UHJ5,1000050882,0002068640,SDP Inc
6110,65867,1000051189,0002071310,Seagate Technology
6111,53V32,1000059152,0002188536,Seagate Technology LLC
6112,63728,1000054436,0002121530,Seal Craft Corp
6113,65219,1000053327,0002103728,Seal Science Inc
6114,FB8K9,1000057411,0002167367,Sealants Europe
6115,F3949,1000055118,0002125171,Sealectro SA
6116,3N8U6,1000056037,0002148779,Sealed Air
6117,0NLW9,1000050596,0002060528,Sealevel Systems Inc.
6118,4H712,1000050046,0002063163,Sealing Devices Inc
6119,66JX4,1000058652,0002183884,SEALITE USA
6120,97814,1000052107,0002077502,Sealtron Inc
6121,86928,1000048900,0002047544,Seastrom Manufacturing Co. Inc.
6122,CG412,1000053287,0002108490,SeatTec Sitztechnik GmbH
6123,F0569,1000046682,0002029423,"Secan, Ste d'Etudes et de"
6124,C6289,1000057602,0002165598,Secomp Electronic Components GmbH
6125,A0303,1000052378,0002081526,Secondo Mona S.p.A.
6126,F8922,1000051275,0002075837,Sécré Composants Electroniques
6127,F5385,1000052394,0002090787,Section de Codification 85
6128,AQ29N,1000057173,0002171913,Sectra Communications AB
6129,0TMJ9,1000053931,0002121421,Securaplane Technologies Inc
6130,F7316,1000050422,0002068479,Securelec Socem
6131,S7756,1000002076,0002003372,Securiton AG
6132,K4512,1000056667,0002151509,Securon (Amersham) LTD
6133,SDRZ9,1000057175,0002178246,SECUROSYS SA
6134,FAR77,1000053809,0002121411,Sedi Fibres Optiques
6135,79136,1000049250,0002049663,Seeger Inc/Waldes Truarc Div
6136,D8090,1000048723,0002050769,Seeger Orbis GmbH & Co.
6137,F3767,1000055858,0002155506,SEF Industrie
6138,F6521,1000050898,0002070781,Sefa Ste D'Etude
6139,F9543,1000050788,0002073325,SEFEE
6140,F4939,1000058930,0002188504,Sefelec Eaton
6141,S4600,1000051926,0002083711,Segemark PA AB
6142,C1424,1000048452,0002045570,Seifert Rolf Ing Electronic
6143,62712,1000049818,0002063465,Seiko Instruments USA Inc
6144,D8179,1000051880,0002077729,Seil-Baur GmbH
6145,1U5X1,1000055833,0002146047,Seirus Innovation
6146,0ST81,1000050587,0002068350,Seitz Scientific Industries Inc.
6147,8V398,1000051165,0002071922,Sekai Electronics Inc.
6148,F8144,1000050412,0002068482,Selecom SA
6149,S5996,1000019598,0002003374,Selectron Systems AG
6150,KCWJ5,1000052498,0002081663,SELEX
6151,37EK0,1000056293,0002173679,SELEX COMMUNICATIONS INC
6152,A2437,1000056134,0002152171,Selin S.P.A
6153,F2820,1000055632,0002147787,SEMA World
6154,SJ172,1000004309,0002006015,Semadeni AG
6155,U3158,1000050918,0002068827,Semelab PLC
6156,DG438,1000045721,0002016843,Semic RF Electronic GmbH
6157,11961,1000051048,0002068976,Semicon Components Inc
6158,1MQ07,1000051217,0002072806,Semiconductor Components Industries
6159,50891,1000055994,0002155358,"Semiconductor Technology, Inc."
6160,58687,1000051708,0002088183,Semikron Inc
6161,D0024,1000049756,0002062857,Semikron International
6162,K5057,1000051014,0002068842,Semitron Industries Ltd.
6163,31338,1000051608,0002069595,Semitronics Corp.
6164,F2405,1000050893,0002072807,Semm-Semrac
6165,14099,1000048488,0002045575,Semtech Corp
6166,U1791,1000051733,0002088450,Semtech Ltd
6167,F0271,1000050862,0002068525,Senior Aerospace Ermeto
6168,D8222,1000052714,0002094762,Senior Berghöfer GmbH
6169,07649,1000049942,0002064798,Senior Flexonics Corp
6170,K2962,1000055123,0002137835,Senior UK LTD
6171,7R839,1000055866,0002160391,Sennheiser Electronic Corporation
6172,D8114,1000053520,0002123903,Sennheiser electronic GmbH
6173,82647,1000049276,0002049124,Sensata Technologies Inc
6174,06LX8,1000052286,0002089936,Sensenich Wood Propeller Co Inc
6175,1PXT5,1000052122,0002086646,Sensor Electronic Technology Inc
6176,13691,1000049085,0002051057,Sensor Systems Inc
6177,04454,1000048394,0002045557,"SENSOR SYSTEMS, L.L.C."
6178,0SPF5,1000057938,0002168626,"SENSOR TECHNOLOGY SYSTEMS, INC."
6179,F9238,1000050902,0002070469,Sensorex
6180,C3802,1000056236,0002151055,Sensor-Technik Wiedemann GmbH
6181,C2172,1000058529,0002191287,sera GmbH
6182,U2024,1000058703,0002196438,SERCO DEFENCE AND AEROSPACE
6183,F2560,1000048425,0002045576,Serflex SA
6184,F7926,1000047427,0002036046,Sermat S.A.
6185,58913,1000051374,0002074547,Sermatech International Inc
6186,C7121,1000053707,0002115781,Serto GmbH
6187,049V0,1000055748,0002160356,"SERVER TECHNOLOGY, INC."
6188,15285,1000048399,0002045577,Servicair Co
6189,F6647,1000053190,0002106950,Service Central des Achats
6190,92110,1000048469,0002046126,Servo Corp of America
6191,19176,1000054031,0002119832,Servo Instrument Corp
6192,64231,1000058753,0002191349,Servomex Co
6193,F0331,1000046876,0002025406,SES Sterling SA
6194,0P9C7,1000056471,0002149874,Sesame Technologies Inc
6195,U8942,1000058682,0002184315,SESANTI LIMITED
6196,DK882,1000055510,0002144873,SET Stange Energietechnik GmbH
6197,SBT16,1000034372,0002159849,SETEC Netzwerke AG
6198,C8069,1000050478,0002066343,SETOLITE-Lichttechnik GmbH
6199,53367,1000057744,0002177324,"Setra Systems, Inc."
6200,F5749,1000050423,0002060730,Sétral S.à.r.l.
6201,C2618,1000049389,0002053636,Seuffer GmbH & Co
6202,S3089,1000045825,0002013416,Seyffer & Co. AG  Konkurs 1.2.02
6203,B6717,1000055695,0002147930,Seynaeve Dog Sport BVBA
6204,D3106,1000051576,0002080718,SFC Energy AG
6205,S3026,1000023335,0002002929,SFC KOENIG AG
6206,96733,1000048548,0002045579,SFE Technologies
6207,F6306,1000046415,0002022652,Sfena SA   Gesperrt!
6208,S3306,1000043302,0002003380,Sferax S.A.
6209,F2663,1000052279,0002091244,Sfernice Division Sovcor
6210,DM498,1000053751,0002115032,SFS Intec GmbH
6211,SJ173,1000062364,0002001103,SFS Unimarket AG
6212,01PX6,1000053820,0002123470,SGB Enterprises Inc
6213,50088,1000048547,0002045583,SGS-Thomson Microelectronics Inc
6214,03KE3,1000048398,0002045584,Shadin Co Inc
6215,0Z5P5,1000055246,0002129866,Shadin L.P. DBA Shadin Avionics
6216,54294,1000049499,0002057424,Shallcross Inc
6217,CF539,1000058834,0002188628,SHARKOON Technologies GmbH
6218,18520,1000050480,0002067086,Sharp Electronics Corporation
6219,C7667,1000052865,0002107152,Sharp Electronics Europe GmbH
6220,99321,1000049113,0002047346,Shaw Aero Devices Inc.
6221,59647,1000057922,0002183344,"SHAW DEVELOPMENT, LLC"
6222,K8679,1000054504,0002121729,Shaw Moisture Meters (UK) Ltd
6223,C7391,1000057135,0002178031,SHC STANGL & HENSS COMPONENTS GMBH
6224,L9402,1000057832,0002177411,Shearwater Research Inc.
6225,86961,1000048287,0002040798,Shell Chemical Co.
6226,K5591,1000055986,0002154817,Shell Chemicals Uk Ltd
6227,H1P72,1000053836,0002120570,Shell Infomation Technology
6228,SH529,1000001191,0002001548,Shell Lubricants Switzerland
6229,H2237,1000053708,0002121392,Shell Nederland
6230,54527,1000055884,0002160061,Shell Oil Co
6231,SQE79,1000058531,0002179810,SHENZHEN BAK BATTERY CO LTD
6232,SBR67,1000057785,0002169098,SHENZHEN CENTER POWER TECH. CO. LTD
6233,SVM78,1000056418,0002150645,Shenzhen Woer Heat-Shrinkable Mat
6234,0VNM9,1000055096,0002129697,Sherex Industries
6235,54636,1000050062,0002062140,"Sherwin Williams Company, The"
6236,S7535,1000056334,0002143205,Shin-Etsu Chemical Co. Ltd.
6237,1WDP3,1000057952,0002183468,Shinn Fu Company of America Inc
6238,3B7T3,1000056830,0002143632,"Shock Doctor, Inc."
6239,559Q3,1000057848,0002177484,Shore Power Inc.
6240,4WGN1,1000054882,0002141393,Showa Best Glove
6241,54715,1000053697,0002123501,Shure Bros Inc
6242,3B4P7,1000051792,0002079007,Shure Incorporated
6243,97393,1000047797,0002039919,Shur-Lok Corporation
6244,B1103,1000046435,0002022653,Shur-Lok International S.A.
6245,4L0S0,1000055353,0002125567,Shurtape Technologies LLC
6246,SAJ21,1000058289,0002189643,"SHUTTLE, INC."
6247,D2598,1000047563,0002036299,SIBA Sicherungs-Bau AG
6248,S4438,1000004024,0002003384,Sibalco AG
6249,C7853,1000051916,0002076755,Sibalco GmbH
6250,F2004,1000050942,0002072380,Sic Safco les Condensateurs SA
6251,F9520,1000058411,0002190245,SICK
6252,C2452,1000055876,0002154777,Sickert und Hafner GmbH
6253,F0465,1000051308,0002074557,Sicma Aero Seat
6254,S4240,1000030365,0002001048,Siegfried AG
6255,FA264,1000049732,0002064333,Siemelec SA
6256,40236,1000051293,0002075840,Siemens AG
6257,D1362,1000057619,0002166183,Siemens AG
6258,C4741,1000052859,0002093958,Siemens AG ATD TD6
6259,C4746,1000057254,0002172056,SIEMENS AG AUTOMATION
6260,D1149,1000057245,0002168021,SIEMENS AG DF CS OM DM
6261,C0425,1000052622,0002103444,Siemens AG EC R LOG
6262,S4364,1000041105,0002039601,Siemens Building Technologies AG
6263,L3991,1000056970,0002170184,SIEMENS CANADA LIMITED
6264,0ACF4,1000053333,0002103443,Siemens Energy
6265,0DFD9,1000057410,0002176839,Siemens Government Technologies
6266,F4885,1000044484,0002108471,Siemens SAS
6267,S3120,1000000408,0002003385,Siemens Schweiz AG
6268,3CN36,1000058149,0002175736,Sierra Nevada Corporation
6269,12035,1000051222,0002070669,Sierracin Sylmar Aerospace
6270,11924,1000057573,0002187559,Sifco Applied Surface Concepts
6271,SC108,1000040827,0002003517,SIG Schweizerische
6272,86887,1000053233,0002094508,SIGMA TEK
6273,0N8W8,1000051257,0002075841,Signal Technology Corp
6274,16453,1000048038,0002038590,Signal Technology Corporation
6275,08779,1000052110,0002083838,Signal Transformer Co Inc
6276,C4188,1000050345,0002066090,Signal-Construct
6277,SXZ19,1000056442,0002165336,SIGNET TOOL INTERNATIONAL CO LTD
6278,S8039,1000004384,0002002156,Signode Switzerland GmbH
6279,C1135,1000058011,0002190405,Signum Fahrzeug-Sicherheits-Technik
6280,CH483,1000056148,0002163325,Sigtech
6281,C1618,1000053521,0002124189,Sihn Robert GmbH & Co. KG
6282,062P6,1000057559,0002168337,Siig Inc
6283,Z3W97,1000055846,0002148351,Sika Australia Pty. Ltd.
6284,D1467,1000051944,0002087124,Sika Deutschland GmbH
6285,SB812,1000000460,0002003389,Sika Schweiz AG
6286,78286,1000049408,0002049080,Sikorsky Aircraft Corp
6287,Z6P06,1000058124,0002183687,Sikorsky Australia
6288,CK618,1000058014,0002189773,SILEX TECHNOLOGY EUROPE GMBH
6289,0MEC5,1000048397,0002045587,Silicon Graphics Inc
6290,6SQ24,1000059265,0002193857,Silicon Labs
6291,17856,1000047651,0002044150,Siliconix Inc.
6292,3UKK0,1000053447,0002102848,Siliconsystems Inc
6293,U5F65,1000046451,0002022660,Sil-Mid Ltd.
6294,S4903,1000051527,0002079249,Silva Sweden AB
6295,KCVN3,1000057872,0002167969,Silverline Tools
6296,44D61,1000056257,0002165357,Silvertronic Inc
6297,H5495,1000057851,0002185744,SIMAC ELECTRONICS B.V.
6298,1WG54,1000053510,0002103081,Simco Coatings Inc.
6299,3AH93,1000062519,2198109,SIMEX DEFENCE INC
6300,82240,1000048621,0002050507,Simmonds Fastener Corp
6301,12511,1000051493,0002074914,Simmonds Precision Products Inc
6302,77932,1000056591,0002148947,Simmonds Precision Products Inc
6303,C6725,1000051239,0002074385,Simpert-Reiter GmbH
6304,SF497,1000050108,0002058274,Simtech
6305,15819,1000050226,0002059820,Sinclair & Rush Inc
6306,35679,1000054488,0002121498,Sinclair Technologies Inc
6307,Q0448,1000052259,0002088853,Singapore Techn. Aerospace Ltd
6308,Q0245,1000053933,0002116598,Singapore Techn. Engineering Ltd
6309,6B960,1000047877,0002045139,"Singer Co, The Dalmo Victor Div"
6310,SCVW9,1000057979,0002185063,SINPRO ELECTRONICS CO LTD
6311,A4582,1000053123,0002102247,Sirio Panel SPA
6312,U8429,1000053408,0002100514,Sirs Navigation Ltd
6313,C3406,1000052315,0002081529,Sitec Aerospace GmbH
6314,SA106,1000031134,0002038693,Sitec-Sieber Engineering AG
6315,4WZ10,1000058508,0002179300,SiTime Corporation
6316,87249,1000056570,0002164245,Sittler Corp Electric Eqpt
6317,R3908,1000046932,0002033855,SKAMOL A/S
6318,3BUZ3,1000052849,0002095459,Skandia Inc.
6319,C4451,1000050685,0002072847,Skarke Siegfried Ventilsysteme
6320,3TZB0,1000054864,0002137973,SKD Tactical Inc.
6321,K5269,1000050312,0002065766,"SKF (U.K.) Limited, Aerospace Divis"
6322,F0771,1000052654,0002108631,SKF Aeroengine Franc
6323,F0222,1000046310,0002022640,SKF Aerospace France
6324,H0866,1000057089,0002177153,SKF B.V.
6325,36121,1000054132,0002121378,SKF Canada Ltd
6326,F7524,1000050856,0002071650,SKF Equipements
6327,F0272,1000050346,0002068419,SKF France Division VSM
6328,D2457,1000050848,0002067862,SKF GmbH
6329,D0711,1000052519,0002099964,SKF Linearsysteme GmbH
6330,S0515,1000049737,0002057529,SKF Sverige AB
6331,U0214,1000054458,0002119074,SKF UK LTD
6332,52676,1000051046,0002069006,SKF USA Inc
6333,80201,1000054677,0002139596,SKF USA Inc.
6334,00659,1000054282,0002121550,Skidmore-Wilhelm Mfg Co
6335,81978,1000049637,0002063846,Skinner Valve Division
6336,DM755,1000056095,0002174013,SKS Kontakttechnik GmbH
6337,95270,1000047633,0002039821,Skurka Engineering Co.
6338,C2941,1000053832,0002117406,Skylotec GmbH
6339,6M132,1000049139,0002050305,Skyspares Parts Inc
6340,0256N,1000045974,0002016870,Slama Marie & Sohn OHG
6341,09033,1000047405,0002029122,Slick Aircraft Products
6342,ST883,1000057977,0002185137,SLIK CORPORATION
6343,S7471,1000003506,0002035461,Sloan AG
6344,F5549,1000050479,0002068468,SM5 Automation
6345,AG025,1000057370,0002168416,SMA Serbatoi SPA
6346,51814,1000050041,0002063164,Smalley Steel Ring Company
6347,6ZZF9,1000057812,0002169206,"SMALLHD, LLC"
6348,0W4H7,1000057843,0002167693,SMAR International Co
6349,3AH54,1000051717,0002078994,Smart Technologies Inc
6350,1TZN1,1000053887,0002123490,SMC Networks Inc
6351,EA830,1000057907,0002183101,SMC PNEUMATICS NZ LTD
6352,C7040,1000057732,0002183100,SMC PNEUMATIK GMBH
6353,05147,1000052266,0002089154,Smith A O
6354,14152,1000048988,0002049654,Smith AO Water Products Corp
6355,07484,1000048618,0002051289,Smith Bearing Division Accurate
6356,K6543,1000046859,0002029347,Smith H.R.
6357,U6256,1000048396,0002045596,Smiths Aerospace and Defence System
6358,30377,1000054706,0002127657,Smiths Aerospace Inc.
6359,U3092,1000046428,0002016137,Smiths Detection
6360,1LPL3,1000057521,0002176583,SMITHS DETECTION
6361,93322,1000047855,0002045005,Smiths Industries Aerospace and
6362,50541,1000059227,0002194840,"SMITHS INTERCONNECT AMERICAS, INC."
6363,24602,1000051131,0002072836,Smiths Interconnect Microwave Inc
6364,K0185,1000046641,0002029528,Smiths Newmark Ltd
6365,520H3,1000056717,0002152125,Smoky Hills Wind Farm LLC
6366,CG422,1000054696,0002141082,SMP Parts GmbH
6367,3MGL5,1000058629,0002175738,SMP Technology Inc.
6368,SY666,1000056410,0002143788,SMS Smart Media Solutions AB
6369,D3059,1000057072,0002176370,SNA Europe Deutschland
6370,F2230,1000055539,0002146333,SNAC
6371,C7127,1000058071,0002175306,Snap-on Holdings GmbH
6372,H0N40,1000057755,0002185337,Snap-On Tools B.V.
6373,55719,1000046995,0002029384,Snap-on Tools International Limited
6374,78357,1000049009,0002047605,Snap-Tite Inc.
6375,8X691,1000050292,0002067202,SNC Sierra Nevada Corporation
6376,F0301,1000048002,0002044915,SNECMA
6377,F6120,1000056363,0002172576,SNEF
6378,F0673,1000050858,0002071579,SNR Roulements SA
6379,D5769,1000058488,0002182084,SOBBE FRIEDRICH GMBH
6380,D3054,1000052623,0002099263,Sobernheimer Maschinenbau GMBH
6381,F1697,1000057833,0002185531,SOC E BOURGEOIS
6382,F8743,1000054638,0002126654,Socabelec SA
6383,F0086,1000049993,0002060021,SOCATA Sté de Constructions
6384,F1910,1000056066,0002148705,Société Algi S.A.
6385,F8351,1000057478,0002168745,Societe de Marquage
6386,FAKT3,1000050899,0002072796,Societe D'Etudes & D'Integration
6387,F0873,1000059059,0002193988,Société Européenne d'Étanchéité
6388,F5970,1000058890,0002197516,Société Industrielle de Diffusion
6389,F3330,1000052022,0002076466,SOCIETE NOUVELLE ZHENDRE
6390,F3693,1000058019,0002189619,Societe Oray
6391,F0294,1000051558,0002079372,Société Technique de Prod. Ind.
6392,0U583,1000053130,0002105469,Society of Automotive
6393,81343,1000048633,0002046675,Society of Automotive Engineers Inc
6394,U1653,1000053482,0002092501,Society of British Aerospace Comp
6395,F2529,1000050506,0002068456,Socomec SA
6396,F6892,1000054637,0002126890,Socomore Sasu
6397,8479B,1000056806,0002170870,SODECA SA
6398,78366,1000048449,0002040789,Soderberg MFG Co. Inc.
6399,F8961,1000053105,0002100703,Sodimatel Fasteners
6400,F0559,1000046689,0002029391,Sofrance
6401,AE689,1000055263,0002131136,Sogefi Filtration S.p.A.
6402,A1040,1000053716,0002113603,Soliani Emc s.r.l.
6403,30043,1000052561,0002099305,Solid State Devices Inc
6404,SFMG8,1000040897,0002175085,"SOLIFOS AG, Fiber Optic Systems"
6405,21845,1000058217,0002196601,Solitron Devices Inc.
6406,95077,1000048809,0002047548,Solitron/Vector Microwave
6407,SWN79,1000002790,0002147624,SOLO Swiss SA
6408,23650,1000052935,0002110747,Solon Mfg Co
6409,U7659,1000050351,0002060584,Solvay SA
6410,DL741,1000054300,0002113069,Sommer Cable GmbH
6411,D2328,1000046782,0002034114,Sommer GmbH & Co. KG
6412,C2328,1000056150,0002173807,SONAX GMBH
6413,U4799,1000052546,0002100052,Sonic Communications Ltd.
6414,29989,1000058128,0002196573,Sonicraft Inc
6415,B1327,1000055542,0002146634,SONITRON NV
6416,9Z763,1000058259,0002190918,SONNENSCHEIN BATTERIES INC
6417,SA107,1000042384,0002012801,Sonova Communications AG
6418,D1699,1000058974,0002189040,SONTHEIMER ELEKTROSCHALTGERAETE GMB
6419,S0482,1000051849,0002086503,Sony Corporation
6420,C7251,1000058578,0002181701,SONY DEUTSCHLAND GMBH
6421,56472,1000051154,0002071962,Sony Electronics Inc.
6422,KC539,1000060252,0002003409,Sony Europe Limited
6423,AD050,1000058588,0002181700,SONY ITALIA SPA
6424,E1365,1000058645,0002181732,SONY NEW ZEALAN LTD
6425,R4001,1000053852,0002122132,Sony Nordic A/S
6426,U0192,1000050570,0002068131,Sony United Kingdom Ltd
6427,U9225,1000056795,0002163373,SOPHOS PLC
6428,13058,1000051176,0002071914,Sora Power Inc
6429,C3690,1000055802,0002159393,SORTIMO INTERNATIONAL
6430,CL089,1000058294,0002196483,SOUDAL N.V. DEUTSCHLAND
6431,F0225,1000048418,0002046024,Souriau
6432,18834,1000048070,0002038339,Souriau & Cie
6433,A027M,1000058365,0002184123,SOURIAU MAROC
6434,U7302,1000051068,0002068805,Souriau UK
6435,09922,1000047652,0002044064,SOURIAU USA INC.
6436,02250,1000053937,0002116929,South Bend Controls Inc
6437,C7301,1000048451,0002045597,Southco Fasteners GmbH
6438,94222,1000047993,0002043815,Southco Inc.
6439,U1584,1000047915,0002045156,Southco Manufacturing Ltd
6440,1G9Y1,1000052505,0002081280,Southeast Aerospace
6441,27735,1000050100,0002058320,Southern Electronics Inc.
6442,01351,1000057643,0002177497,"SOUTHERN GEAR & MACHINE, INC."
6443,16258,1000049101,0002050607,Space Lok Inc.
6444,19113,1000045889,0002017078,Space Ordnance Systems
6445,34851,1000052188,0002083350,SpaceAge Control
6446,2B618,1000053857,0002116681,Spacecraft Components Corp
6447,C3316,1000047726,0002038679,Späh Karl GmbH & Co. KG
6448,S7406,1000030693,0002013635,SpanSet AG
6449,C1380,1000047380,0002035125,Spanset GmbH und Co/KG
6450,63590,1000057384,0002166185,SPC Technology
6451,U1315,1000058183,0002196585,Spear and Jackson UK Ltd
6452,U8F82,1000053914,0002116355,Specialty Fasteners & Components Lt
6453,22400,1000058724,0002180242,Specialty Products Co
6454,SA277,1000050874,0002070998,Specma Dunlop Hydraulic AB
6455,U0MV9,1000056535,0002164048,Spectra Group (UK) Limited
6456,15901,1000049708,0002058380,Spectrolab Inc
6457,57349,1000057892,0002169049,Spectron Glass and Electronics Inc
6458,28375,1000056360,0002150555,Spectron Inc
6459,20772,1000058707,0002175267,Spectronics Corporation
6460,55723,1000059280,0002195172,Spectrum Associates Inc
6461,0LSP2,1000048295,0002040405,Spectrum Control Inc.
6462,13050,1000049469,0002053451,Spectrum Control Inc.
6463,67195,1000056382,0002144669,Spectrum Fsy Microwave Inc
6464,50507,1000057620,0002187433,Spectrum Microwave Inc.  API Tech.
6465,1X179,1000056960,0002144475,Spectrum Sciences & Software Inc
6466,D0054,1000052361,0002090490,Spelsberg Günther GmbH + Co. KG
6467,0YCK1,1000059106,0002195753,Sper Scientific Environmental
6468,8U085,1000053144,0002092453,Speroni S.p.A.
6469,1Y554,1000058225,0002196588,Sperry Co Aerospace + Marine Group
6470,08687,1000048761,0002052212,Sperry Gyroscope Co
6471,C7217,1000047495,0002036941,Spezial Electronic
6472,FAGJ9,1000057447,0002169225,SPHEREA Test & Services
6473,3QNZ1,1000053442,0002108547,Sphereoptics LLC
6474,A0937,1000051894,0002083589,Spicer Italcardano S.P.A.
6475,D3859,1000055668,0002147505,Spies Hecker GmbH
6476,C0045,1000051607,0002079132,Spieth Maschinenelemente GmbH
6477,D8796,1000048428,0002045601,Spinner GmbH
6478,F4776,1000058328,0002178674,Spiragaine SAS
6479,59551,1000051808,0002079968,"Spirent Systems Wichita, Inc."
6480,CF966,1000053828,0002114118,Spiricon GmbH
6481,4APY6,1000053276,0002105048,Spirit Aerosystems Inc
6482,00287,1000049231,0002049933,Spirol International Corp
6483,80756,1000048491,0002045795,Spirolox Div. of Kaydon Corp.
6484,78462,1000049932,0002058710,Sporlan Valve Co
6485,0CA39,1000048392,0002045616,Sprague Electric Co
6486,56289,1000048136,0002045026,Sprague Electric Co World HQS
6487,F5423,1000049741,0002058331,Sprague France
6488,52769,1000051427,0002075849,Sprague Goodman Electronics
6489,C0688,1000052065,0002077720,Sprenger Hermann GmbH
6490,19205,1000049960,0002057510,Springfield Armory
6491,D9414,1000050618,0002068384,Springfix
6492,U0300,1000053965,0002124525,Springmasters Ltd
6493,56878,1000048592,0002048156,SPS Technologies Inc
6494,80539,1000048611,0002048037,SPS Technologies Inc.
6495,11815,1000047324,0002030350,SPS Technologies LLC
6496,93929,1000057216,0002176920,SPX CORPORATION
6497,S4759,1000053562,0002124000,SPX Process Equipment AB
